latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
37.996483,23.709677,92.0,0,GMT,GMT

time,temperature_2m_mean (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°)
2019-11-24,15.4,7.10,16.4,76
2019-11-25,16.5,24.90,23.4,137
2019-11-26,13.6,3.30,9.8,9
2019-11-27,14.7,0.00,8.0,300
2019-11-28,16.8,0.00,14.0,227
2019-11-29,16.8,0.80,17.9,261
2019-11-30,15.9,0.20,15.2,283
2019-12-01,11.2,0.00,21.7,9
2019-12-02,10.0,0.00,10.0,7
2019-12-03,13.5,0.00,9.4,6
2019-12-04,11.3,1.00,17.1,21
2019-12-05,9.8,0.00,14.5,17
2019-12-06,9.4,0.00,9.6,355
2019-12-07,11.6,0.00,9.4,8
2019-12-08,11.2,0.00,10.6,10
2019-12-09,11.3,0.20,11.2,60
2019-12-10,13.0,21.10,15.9,98
2019-12-11,12.7,19.30,14.4,96
2019-12-12,11.1,5.70,10.7,19
2019-12-13,11.7,0.50,10.5,271
2019-12-14,12.4,22.50,32.1,184
2019-12-15,13.0,0.00,11.5,13
2019-12-16,14.5,0.00,7.8,12
2019-12-17,12.5,0.00,10.3,21
2019-12-18,12.4,0.00,10.1,29
2019-12-19,14.3,0.20,10.8,113
2019-12-20,15.6,1.20,16.8,184
2019-12-21,14.8,0.00,18.2,215
2019-12-22,16.1,4.90,33.2,194
2019-12-23,12.3,0.00,15.3,263
2019-12-24,10.0,0.00,22.6,316
2019-12-25,8.7,0.00,17.4,324
2019-12-26,7.9,0.00,21.5,344
2019-12-27,8.2,0.10,11.3,3
2019-12-28,6.3,0.20,23.7,353
2019-12-29,5.7,3.20,21.3,9
2019-12-30,4.7,49.20,20.9,353
2019-12-31,5.5,6.30,15.5,345
2020-01-01,5.8,1.90,17.6,14
2020-01-02,5.8,0.00,22.6,2
2020-01-03,6.9,0.00,22.0,348
2020-01-04,9.7,0.00,9.8,310
2020-01-05,8.5,15.40,24.7,358
2020-01-06,4.6,49.00,22.6,347
2020-01-07,5.0,8.40,26.1,349
2020-01-08,4.9,0.00,21.4,2
2020-01-09,5.4,0.00,16.9,351
2020-01-10,6.6,0.00,11.6,27
2020-01-11,8.1,0.00,10.0,19
2020-01-12,8.1,0.00,12.7,13
2020-01-13,8.2,0.00,11.2,5
2020-01-14,7.8,0.00,12.1,34
2020-01-15,8.7,0.00,14.1,18
2020-01-16,9.2,0.00,14.8,2
2020-01-17,8.6,0.00,15.9,351
2020-01-18,7.9,0.00,11.9,335
2020-01-19,7.3,0.00,11.5,338
2020-01-20,6.8,0.00,13.4,3
2020-01-21,6.0,0.00,14.5,359
2020-01-22,8.3,0.00,8.8,342
2020-01-23,8.5,0.00,20.7,28
2020-01-24,7.0,0.00,11.6,11
2020-01-25,10.1,0.00,8.0,354
2020-01-26,11.6,2.00,6.6,41
2020-01-27,11.6,4.30,11.1,191
2020-01-28,10.5,0.00,15.3,285
2020-01-29,12.2,0.00,11.4,247
2020-01-30,11.0,0.10,17.0,334
2020-01-31,9.3,0.00,11.8,249
2020-02-01,12.5,0.00,8.0,116
2020-02-02,13.0,0.00,5.9,156
2020-02-03,12.7,0.00,13.8,238
2020-02-04,12.8,0.00,12.7,213
2020-02-05,11.0,13.00,25.2,232
2020-02-06,5.0,2.20,22.1,347
2020-02-07,4.7,0.10,21.6,347
2020-02-08,4.1,0.20,15.2,24
2020-02-09,6.5,0.00,12.4,43
2020-02-10,9.9,0.00,17.7,271
2020-02-11,11.8,0.00,16.8,241
2020-02-12,14.3,0.00,13.2,229
2020-02-13,10.9,0.00,12.5,53
2020-02-14,10.9,7.80,13.8,92
2020-02-15,10.9,3.80,18.0,0
2020-02-16,9.3,0.00,15.2,2
2020-02-17,8.6,0.00,14.5,5
2020-02-18,9.4,0.00,9.8,49
2020-02-19,11.4,0.00,9.7,102
2020-02-20,11.1,12.50,22.4,327
2020-02-21,8.2,2.10,20.5,346
2020-02-22,6.7,2.50,17.1,10
2020-02-23,8.0,0.00,16.0,3
2020-02-24,10.8,0.00,10.1,138
2020-02-25,12.4,0.00,10.4,82
2020-02-26,13.5,0.00,14.1,197
2020-02-27,13.0,0.00,25.9,247
2020-02-28,10.0,0.10,20.6,265
2020-02-29,8.2,0.00,23.2,339
2020-03-01,9.9,0.00,10.5,252
2020-03-02,13.3,0.00,6.0,132
2020-03-03,13.8,0.00,20.9,142
2020-03-04,13.8,8.00,26.2,165
2020-03-05,12.8,0.00,12.1,285
2020-03-06,12.6,0.00,11.5,213
2020-03-07,14.3,0.00,20.3,157
2020-03-08,15.0,0.40,20.5,147
2020-03-09,10.5,26.10,20.2,317
2020-03-10,11.5,0.00,13.4,252
2020-03-11,11.4,0.80,9.7,36
2020-03-12,12.1,0.00,13.8,357
2020-03-13,15.2,0.00,14.1,358
2020-03-14,16.5,0.00,8.6,52
2020-03-15,14.5,0.70,16.9,26
2020-03-16,8.1,2.50,21.5,13
2020-03-17,8.1,0.00,14.3,8
2020-03-18,9.4,1.10,13.9,31
2020-03-19,9.6,0.00,14.4,1
2020-03-20,11.4,0.00,17.7,359
2020-03-21,13.8,0.00,13.7,58
2020-03-22,13.4,0.70,14.0,134
2020-03-23,12.8,3.40,14.8,19
2020-03-24,12.0,0.10,13.3,338
2020-03-25,11.7,3.00,22.1,41
2020-03-26,11.8,9.00,21.1,42
2020-03-27,11.3,16.60,14.3,353
2020-03-28,10.5,0.00,10.5,334
2020-03-29,11.1,12.80,9.7,65
2020-03-30,11.8,0.00,10.6,63
2020-03-31,13.4,0.70,14.9,3
2020-04-01,11.7,5.70,13.8,105
2020-04-02,10.5,0.00,18.5,326
2020-04-03,9.3,1.90,12.4,64
2020-04-04,12.2,38.70,27.4,23
2020-04-05,11.9,19.60,23.4,356
2020-04-06,10.2,2.50,19.1,348
2020-04-07,9.8,4.30,28.9,8
2020-04-08,11.0,0.00,22.1,4
2020-04-09,11.7,0.00,16.6,344
2020-04-10,14.0,0.00,13.4,355
2020-04-11,16.3,0.00,13.6,23
2020-04-12,16.1,0.00,14.8,47
2020-04-13,15.4,0.00,11.4,88
2020-04-14,16.5,0.00,15.1,161
2020-04-15,13.4,0.00,30.6,7
2020-04-16,11.7,0.00,14.4,348
2020-04-17,13.7,0.00,12.0,133
2020-04-18,16.8,0.00,11.6,189
2020-04-19,17.6,0.00,8.3,123
2020-04-20,17.5,0.00,10.8,170
2020-04-21,15.8,0.10,16.0,17
2020-04-22,12.7,0.90,20.7,7
2020-04-23,11.8,0.00,17.3,349
2020-04-24,12.4,0.00,18.5,346
2020-04-25,14.5,0.00,20.3,178
2020-04-26,16.2,0.00,18.4,191
2020-04-27,16.7,0.00,14.5,175
2020-04-28,18.1,0.00,11.4,177
2020-04-29,18.6,0.00,22.4,224
2020-04-30,19.6,0.00,15.9,257
2020-05-01,19.3,0.00,21.2,234
2020-05-02,19.1,0.00,21.2,229
2020-05-03,20.0,0.10,18.0,301
2020-05-04,17.4,0.10,20.8,343
2020-05-05,17.4,0.00,23.2,254
2020-05-06,19.5,0.00,19.1,213
2020-05-07,16.1,0.30,17.8,6
2020-05-08,18.0,0.00,14.8,344
2020-05-09,18.9,0.00,15.9,175
2020-05-10,20.7,0.00,13.8,176
2020-05-11,20.7,0.00,16.4,148
2020-05-12,22.4,0.00,13.8,158
2020-05-13,23.4,0.00,18.6,211
2020-05-14,23.8,0.00,12.6,182
2020-05-15,26.9,0.00,10.9,157
2020-05-16,28.8,0.00,11.9,172
2020-05-17,28.1,0.00,12.7,210
2020-05-18,27.1,0.00,15.0,238
2020-05-19,26.2,0.00,15.3,247
2020-05-20,24.3,0.00,16.0,199
2020-05-21,22.0,0.00,25.2,255
2020-05-22,19.0,0.00,15.1,16
2020-05-23,19.5,0.00,20.2,1
2020-05-24,19.1,0.00,14.6,163
2020-05-25,20.7,5.00,13.2,25
2020-05-26,17.4,8.10,10.3,8
2020-05-27,15.5,0.60,22.0,354
2020-05-28,16.2,7.60,15.2,351
2020-05-29,17.6,1.10,15.0,244
2020-05-30,18.5,0.20,17.5,192
2020-05-31,18.5,0.00,15.6,198
2020-06-01,18.2,3.50,10.4,348
2020-06-02,18.3,1.60,14.6,269
2020-06-03,19.7,0.80,14.0,197
2020-06-04,19.7,0.00,15.6,198
2020-06-05,20.2,0.00,20.4,145
2020-06-06,21.4,0.00,19.8,153
2020-06-07,20.8,0.00,18.8,187
2020-06-08,23.3,0.00,14.6,194
2020-06-09,23.6,0.00,16.9,159
2020-06-10,24.3,0.00,22.6,245
2020-06-11,23.6,0.00,24.1,283
2020-06-12,23.4,0.10,21.0,282
2020-06-13,24.2,0.00,16.1,269
2020-06-14,26.1,0.00,20.8,237
2020-06-15,26.8,0.00,26.3,255
2020-06-16,24.9,0.00,22.8,221
2020-06-17,24.7,0.20,22.6,275
2020-06-18,25.8,0.00,24.8,295
2020-06-19,26.8,0.00,18.7,290
2020-06-20,26.2,0.00,20.6,194
2020-06-21,26.0,1.00,13.7,101
2020-06-22,22.7,5.50,11.7,249
2020-06-23,22.1,1.50,13.6,185
2020-06-24,23.4,2.50,14.7,150
2020-06-25,24.7,1.80,11.4,359
2020-06-26,25.4,0.00,17.6,351
2020-06-27,25.6,0.00,19.8,348
2020-06-28,26.6,0.00,18.1,347
2020-06-29,27.2,0.00,19.1,334
2020-06-30,29.2,0.00,19.2,183
2020-07-01,30.2,0.00,13.4,69
2020-07-02,30.2,0.00,12.9,3
2020-07-03,29.6,0.00,18.3,317
2020-07-04,29.2,0.10,16.2,205
2020-07-05,28.9,0.10,17.7,357
2020-07-06,27.1,0.50,15.9,342
2020-07-07,25.7,4.00,14.5,320
2020-07-08,26.8,0.00,17.7,6
2020-07-09,25.3,0.00,20.2,353
2020-07-10,25.2,0.00,18.1,349
2020-07-11,26.1,0.00,19.6,342
2020-07-12,27.7,0.00,18.6,347
2020-07-13,27.4,0.00,16.6,3
2020-07-14,25.3,0.00,14.5,6
2020-07-15,25.1,0.00,19.3,157
2020-07-16,25.5,0.00,15.7,190
2020-07-17,26.7,0.00,18.0,172
2020-07-18,27.0,0.00,23.2,208
2020-07-19,26.6,0.00,21.9,214
2020-07-20,27.3,0.00,21.4,187
2020-07-21,28.1,0.00,14.0,355
2020-07-22,27.8,0.00,21.4,351
2020-07-23,28.1,0.00,20.5,355
2020-07-24,28.7,0.00,18.0,347
2020-07-25,29.2,0.00,17.5,320
2020-07-26,28.2,0.00,16.8,183
2020-07-27,29.1,0.10,18.6,315
2020-07-28,29.4,0.00,16.9,359
2020-07-29,30.6,0.00,17.5,2
2020-07-30,31.1,0.00,18.7,1
2020-07-31,31.6,0.00,15.1,339
2020-08-01,31.8,0.00,15.1,341
2020-08-02,30.0,0.00,15.2,4
2020-08-03,29.0,0.00,13.7,15
2020-08-04,27.5,0.00,16.5,183
2020-08-05,28.0,0.00,17.1,141
2020-08-06,27.4,0.00,19.2,164
2020-08-07,25.8,1.70,14.1,292
2020-08-08,25.0,7.50,12.6,326
2020-08-09,25.2,6.20,22.8,353
2020-08-10,25.8,0.00,18.0,352
2020-08-11,26.9,0.00,13.7,357
2020-08-12,28.6,0.00,11.6,359
2020-08-13,29.1,0.00,10.4,359
2020-08-14,28.9,0.00,12.8,0
2020-08-15,28.9,0.00,13.4,74
2020-08-16,28.4,0.00,10.7,27
2020-08-17,27.2,0.00,13.5,350
2020-08-18,26.3,0.00,17.8,180
2020-08-19,26.8,0.00,15.0,194
2020-08-20,27.7,0.00,19.5,339
2020-08-21,27.6,0.00,21.0,354
2020-08-22,28.9,0.00,14.5,3
2020-08-23,29.4,0.00,15.9,25
2020-08-24,28.9,0.00,15.5,0
2020-08-25,28.3,0.00,18.1,181
2020-08-26,28.1,0.10,12.5,351
2020-08-27,26.9,0.00,19.1,217
2020-08-28,28.4,0.00,13.0,13
2020-08-29,27.7,0.00,16.4,204
2020-08-30,27.6,0.00,17.6,213
2020-08-31,30.6,0.00,10.7,14
2020-09-01,28.9,0.00,20.3,166
2020-09-02,29.2,0.00,18.4,204
2020-09-03,27.9,0.00,16.4,202
2020-09-04,27.4,0.00,21.6,356
2020-09-05,25.5,0.00,16.9,1
2020-09-06,26.0,0.00,13.3,6
2020-09-07,27.3,0.00,10.8,352
2020-09-08,28.1,0.00,15.5,359
2020-09-09,27.0,0.00,22.8,356
2020-09-10,26.0,0.00,20.6,358
2020-09-11,25.2,0.00,18.9,343
2020-09-12,25.5,0.00,18.8,343
2020-09-13,26.0,0.00,17.7,356
2020-09-14,25.9,0.00,19.8,353
2020-09-15,25.5,0.00,18.2,359
2020-09-16,25.2,0.00,14.7,354
2020-09-17,24.6,0.80,14.8,143
2020-09-18,24.3,7.90,20.8,129
2020-09-19,22.0,7.70,25.5,44
2020-09-20,20.0,0.00,16.8,348
2020-09-21,20.6,0.00,16.5,341
2020-09-22,22.1,0.00,15.6,291
2020-09-23,22.7,0.00,13.8,156
2020-09-24,24.2,0.30,17.6,260
2020-09-25,23.5,0.00,17.2,226
2020-09-26,23.8,0.40,25.9,217
2020-09-27,22.1,0.00,18.5,194
2020-09-28,23.6,0.00,21.0,178
2020-09-29,22.9,0.00,21.3,283
2020-09-30,21.1,0.00,18.4,290
2020-10-01,20.8,0.00,20.4,248
2020-10-02,22.4,0.00,13.7,183
2020-10-03,23.4,0.00,12.6,157
2020-10-04,24.6,0.00,13.0,142
2020-10-05,25.8,0.00,14.7,263
2020-10-06,27.8,0.00,16.1,223
2020-10-07,26.7,0.00,11.4,242
2020-10-08,22.6,0.50,21.0,288
2020-10-09,20.3,0.00,18.5,258
2020-10-10,20.5,0.00,20.2,156
2020-10-11,21.4,0.00,14.8,177
2020-10-12,21.6,0.70,24.3,167
2020-10-13,20.9,5.30,27.9,231
2020-10-14,19.6,0.00,14.3,273
2020-10-15,21.1,0.00,11.5,188
2020-10-16,22.4,0.00,18.1,161
2020-10-17,21.1,0.80,13.7,282
2020-10-18,19.1,0.00,16.4,336
2020-10-19,18.0,0.20,15.1,21
2020-10-20,17.8,0.00,15.3,7
2020-10-21,17.2,0.90,18.0,348
2020-10-22,18.3,0.00,12.7,354
2020-10-23,19.5,0.00,10.9,1
2020-10-24,20.5,0.00,9.8,323
2020-10-25,20.4,0.00,15.8,285
2020-10-26,18.1,0.00,16.3,90
2020-10-27,18.7,0.20,13.2,212
2020-10-28,16.5,28.10,23.6,115
2020-10-29,17.4,1.50,13.8,360
2020-10-30,17.5,0.50,12.0,349
2020-10-31,16.8,0.00,10.2,341
2020-11-01,15.5,0.00,14.0,35
2020-11-02,14.8,0.00,12.7,35
2020-11-03,16.3,0.10,9.6,348
2020-11-04,16.4,0.00,15.8,31
2020-11-05,15.5,0.00,15.2,7
2020-11-06,15.2,0.00,20.6,10
2020-11-07,15.0,0.00,18.9,8
2020-11-08,14.7,0.00,17.3,358
2020-11-09,15.3,0.00,12.2,9
2020-11-10,15.5,0.00,19.3,12
2020-11-11,14.7,0.00,18.1,6
2020-11-12,14.2,0.00,11.3,359
2020-11-13,13.4,0.20,12.1,59
2020-11-14,12.8,0.20,13.7,13
2020-11-15,12.7,0.00,11.7,40
2020-11-16,13.6,0.00,13.5,73
2020-11-17,14.4,1.50,9.4,57
2020-11-18,13.0,2.20,13.1,5
2020-11-19,12.5,0.40,25.6,359
2020-11-20,11.6,0.00,23.4,351
2020-11-21,11.3,0.00,17.8,14
2020-11-22,11.5,0.00,17.3,8
2020-11-23,11.7,0.00,10.6,9
2020-11-24,11.2,0.00,15.9,14
2020-11-25,11.0,0.00,18.4,358
2020-11-26,11.8,0.00,17.2,2
2020-11-27,12.4,0.00,10.2,1
2020-11-28,13.3,0.00,12.0,158
2020-11-29,14.5,10.40,18.1,162
2020-11-30,13.7,2.00,15.6,28
2020-12-01,11.0,0.10,15.9,37
2020-12-02,10.7,0.00,15.3,59
2020-12-03,11.4,0.10,13.4,66
2020-12-04,14.2,21.40,21.6,131
2020-12-05,13.6,1.50,9.5,60
2020-12-06,14.3,0.10,12.4,72
2020-12-07,13.4,22.30,15.9,251
2020-12-08,13.6,0.00,8.1,271
2020-12-09,15.6,1.10,27.7,181
2020-12-10,13.3,10.90,33.4,193
2020-12-11,12.6,13.50,27.1,185
2020-12-12,13.9,15.70,22.2,173
2020-12-13,13.6,13.40,17.1,47
2020-12-14,12.4,18.50,29.2,355
2020-12-15,12.2,0.10,18.0,354
2020-12-16,11.1,0.00,9.4,10
2020-12-17,10.5,0.00,10.2,21
2020-12-18,10.8,0.10,9.8,25
2020-12-19,11.1,0.00,10.3,40
2020-12-20,10.9,0.50,10.2,30
2020-12-21,10.2,0.40,9.9,14
2020-12-22,9.5,0.00,10.4,31
2020-12-23,10.7,0.00,12.1,47
2020-12-24,12.8,0.00,7.6,217
2020-12-25,12.7,0.00,13.4,220
2020-12-26,15.2,0.00,19.1,172
2020-12-27,14.7,34.80,30.5,175
2020-12-28,12.6,0.40,16.5,231
2020-12-29,14.0,0.10,18.8,190
2020-12-30,14.9,1.10,17.9,185
2020-12-31,13.9,3.80,19.1,203
2021-01-01,11.1,0.00,8.4,322
2021-01-02,11.9,4.20,15.2,85
2021-01-03,14.4,5.00,17.3,158
2021-01-04,13.9,17.80,34.6,171
2021-01-05,11.7,0.00,13.6,260
2021-01-06,12.6,0.00,12.8,166
2021-01-07,12.8,0.00,8.8,126
2021-01-08,14.9,0.00,16.6,146
2021-01-09,17.0,0.90,16.5,173
2021-01-10,16.7,0.20,16.5,130
2021-01-11,17.0,0.00,15.5,155
2021-01-12,14.9,4.40,22.4,197
2021-01-13,9.7,0.50,18.7,309
2021-01-14,8.1,0.00,22.5,308
2021-01-15,7.5,0.40,28.5,15
2021-01-16,5.5,13.40,22.8,8
2021-01-17,1.9,0.00,25.4,353
2021-01-18,3.0,0.20,18.3,29
2021-01-19,2.8,0.00,14.4,353
2021-01-20,6.8,0.00,9.4,322
2021-01-21,11.0,0.00,8.0,278
2021-01-22,12.1,0.30,11.3,186
2021-01-23,12.5,1.80,28.5,192
2021-01-24,12.4,9.40,23.3,206
2021-01-25,13.2,1.50,23.2,227
2021-01-26,13.2,12.80,35.0,193
2021-01-27,5.6,0.60,23.4,319
2021-01-28,3.9,0.00,17.0,351
2021-01-29,9.3,1.30,10.3,254
2021-01-30,12.6,0.00,23.1,292
2021-01-31,14.0,0.50,25.3,160
2021-02-01,13.8,14.60,23.8,191
2021-02-02,13.4,0.00,8.1,69
2021-02-03,13.3,0.10,11.1,39
2021-02-04,14.3,0.00,13.0,249
2021-02-05,14.1,0.00,8.5,35
2021-02-06,14.5,0.00,8.0,97
2021-02-07,14.9,0.00,15.8,146
2021-02-08,15.0,0.30,29.9,190
2021-02-09,14.1,0.00,22.3,209
2021-02-10,13.0,0.00,11.4,258
2021-02-11,13.6,2.50,27.6,215
2021-02-12,11.2,0.00,15.3,36
2021-02-13,9.7,6.70,15.7,21
2021-02-14,5.7,5.60,21.1,8
2021-02-15,2.9,2.30,35.8,11
2021-02-16,1.9,5.40,22.1,342
2021-02-17,5.0,0.00,9.5,352
2021-02-18,8.3,0.00,11.0,355
2021-02-19,8.5,0.00,12.2,35
2021-02-20,9.5,0.00,11.2,42
2021-02-21,8.3,0.30,18.9,18
2021-02-22,8.8,0.00,10.7,6
2021-02-23,10.3,0.00,11.0,11
2021-02-24,12.0,0.00,11.7,2
2021-02-25,11.1,0.00,20.8,360
2021-02-26,11.7,0.00,10.6,351
2021-02-27,11.4,0.00,12.0,25
2021-02-28,10.7,0.00,24.8,20
2021-03-01,9.4,0.00,10.5,7
2021-03-02,7.8,0.00,20.8,4
2021-03-03,9.5,0.00,18.1,345
2021-03-04,11.1,0.00,11.1,29
2021-03-05,12.9,0.00,13.0,232
2021-03-06,13.2,0.60,14.0,277
2021-03-07,10.0,0.40,19.5,37
2021-03-08,10.9,0.30,11.8,166
2021-03-09,11.9,0.00,13.1,58
2021-03-10,12.4,0.00,10.9,264
2021-03-11,9.2,1.40,25.2,346
2021-03-12,9.3,0.00,15.2,177
2021-03-13,12.5,0.00,15.1,188
2021-03-14,12.8,0.00,13.5,200
2021-03-15,11.4,1.10,24.5,260
2021-03-16,10.3,0.00,29.2,280
2021-03-17,9.8,0.00,20.2,284
2021-03-18,10.1,0.00,16.4,276
2021-03-19,12.4,0.10,12.2,62
2021-03-20,12.8,5.20,10.6,59
2021-03-21,14.0,0.80,12.8,58
2021-03-22,13.7,0.50,18.4,255
2021-03-23,8.3,2.00,20.0,10
2021-03-24,7.3,0.70,23.2,343
2021-03-25,5.1,0.10,19.1,359
2021-03-26,8.0,0.00,16.9,223
2021-03-27,11.3,0.00,15.4,189
2021-03-28,12.9,0.00,13.4,185
2021-03-29,13.2,0.30,13.5,30
2021-03-30,12.3,0.20,18.5,15
2021-03-31,9.1,2.00,25.1,360
2021-04-01,8.4,2.20,14.0,354
2021-04-02,12.3,0.00,14.4,184
2021-04-03,15.2,0.00,16.9,202
2021-04-04,16.8,0.00,21.6,151
2021-04-05,14.7,2.00,17.7,54
2021-04-06,15.3,0.40,17.1,284
2021-04-07,15.2,0.00,20.7,237
2021-04-08,10.6,0.60,27.5,342
2021-04-09,8.7,0.00,20.1,351
2021-04-10,10.0,0.00,16.3,49
2021-04-11,11.6,0.00,19.2,128
2021-04-12,13.3,0.00,14.8,177
2021-04-13,15.7,0.10,19.2,199
2021-04-14,15.6,0.00,14.4,217
2021-04-15,15.4,0.00,16.8,154
2021-04-16,14.5,0.40,16.7,53
2021-04-17,16.5,0.00,11.8,31
2021-04-18,16.1,0.00,11.2,202
2021-04-19,15.8,0.10,23.8,256
2021-04-20,15.0,0.00,22.7,272
2021-04-21,15.7,0.00,23.1,271
2021-04-22,16.4,0.30,17.3,191
2021-04-23,18.3,0.40,16.0,150
2021-04-24,14.9,14.70,15.0,42
2021-04-25,13.9,0.00,19.8,352
2021-04-26,14.7,0.00,16.9,3
2021-04-27,16.2,0.00,14.7,143
2021-04-28,19.4,0.00,15.9,125
2021-04-29,19.5,0.00,11.8,167
2021-04-30,21.8,0.00,14.1,160
2021-05-01,22.1,0.00,11.6,141
2021-05-02,23.6,0.00,6.9,181
2021-05-03,25.4,0.00,17.8,239
2021-05-04,23.2,0.00,15.3,32
2021-05-05,20.5,0.10,18.0,188
2021-05-06,21.9,0.00,18.8,240
2021-05-07,21.5,0.00,13.8,162
2021-05-08,23.7,0.00,14.0,165
2021-05-09,19.1,0.00,19.3,17
2021-05-10,17.9,0.00,16.6,349
2021-05-11,19.3,0.00,14.9,345
2021-05-12,18.5,0.00,16.3,186
2021-05-13,20.6,0.00,22.6,221
2021-05-14,20.7,0.00,25.2,248
2021-05-15,19.7,0.20,13.3,233
2021-05-16,20.5,0.00,23.7,258
2021-05-17,21.3,0.00,21.0,216
2021-05-18,23.6,0.00,25.7,271
2021-05-19,22.1,0.00,17.7,190
2021-05-20,21.5,0.00,24.9,262
2021-05-21,19.7,0.00,19.9,321
2021-05-22,20.1,0.00,18.2,186
2021-05-23,22.1,0.00,16.3,196
2021-05-24,25.0,0.00,15.3,206
2021-05-25,27.1,0.00,14.0,50
2021-05-26,25.6,0.00,18.4,212
2021-05-27,23.7,0.00,24.2,225
2021-05-28,23.3,0.00,23.9,159
2021-05-29,21.7,0.20,20.9,197
2021-05-30,21.4,0.20,12.9,197
2021-05-31,21.3,0.00,19.9,207
2021-06-01,19.9,0.40,21.7,254
2021-06-02,19.4,0.00,23.0,190
2021-06-03,21.0,0.00,19.5,189
2021-06-04,21.8,0.00,14.6,69
2021-06-05,21.8,0.00,22.7,165
2021-06-06,23.0,0.00,17.0,182
2021-06-07,25.1,0.00,17.9,184
2021-06-08,24.0,1.60,11.2,152
2021-06-09,23.3,9.90,17.7,337
2021-06-10,23.3,2.90,15.6,329
2021-06-11,22.4,4.20,9.4,357
2021-06-12,21.6,8.50,14.8,359
2021-06-13,21.7,3.60,12.7,41
2021-06-14,20.0,2.10,18.2,4
2021-06-15,18.7,8.20,12.3,313
2021-06-16,22.3,0.00,20.1,231
2021-06-17,23.4,0.00,15.9,168
2021-06-18,23.8,0.00,17.5,194
2021-06-19,25.0,1.50,14.0,147
2021-06-20,25.2,0.40,14.5,175
2021-06-21,25.1,0.00,17.3,179
2021-06-22,26.9,0.00,14.8,186
2021-06-23,29.0,0.00,17.0,184
2021-06-24,29.2,0.00,18.7,197
2021-06-25,30.4,0.00,14.9,197
2021-06-26,31.1,0.00,17.4,172
2021-06-27,30.3,0.00,19.7,101
2021-06-28,30.2,0.00,19.1,113
2021-06-29,30.2,0.00,15.5,129
2021-06-30,30.7,0.00,16.9,172
2021-07-01,31.5,0.00,18.6,216
2021-07-02,30.9,0.00,24.1,238
2021-07-03,27.7,0.80,18.4,23
2021-07-04,27.2,0.00,20.9,193
2021-07-05,27.9,0.00,20.7,203
2021-07-06,28.4,0.60,14.0,153
2021-07-07,29.7,0.00,14.9,9
2021-07-08,30.0,0.00,18.2,18
2021-07-09,28.7,0.00,20.6,360
2021-07-10,28.7,0.00,16.6,356
2021-07-11,28.5,0.00,16.7,350
2021-07-12,29.8,0.00,13.7,4
2021-07-13,30.3,0.00,13.1,6
2021-07-14,31.2,0.00,13.4,2
2021-07-15,31.3,0.00,14.4,0
2021-07-16,30.6,0.00,19.6,290
2021-07-17,28.7,0.00,20.3,193
2021-07-18,27.3,0.00,17.9,180
2021-07-19,26.8,0.20,18.4,166
2021-07-20,27.5,0.00,15.3,194
2021-07-21,29.4,0.90,13.7,338
2021-07-22,28.2,0.00,16.6,12
2021-07-23,27.1,0.00,17.3,359
2021-07-24,26.6,0.00,19.9,350
2021-07-25,26.8,0.00,19.8,352
2021-07-26,28.1,0.00,15.5,358
2021-07-27,30.5,0.00,14.5,3
2021-07-28,31.9,0.00,18.2,9
2021-07-29,32.7,0.00,11.8,28
2021-07-30,33.6,0.00,15.3,83
2021-07-31,33.7,0.00,17.4,177
2021-08-01,33.3,0.00,15.5,203
2021-08-02,33.3,0.00,17.7,200
2021-08-03,35.4,0.00,19.2,3
2021-08-04,34.0,0.00,19.7,193
2021-08-05,33.1,0.00,18.6,183
2021-08-06,31.7,0.00,25.6,286
2021-08-07,30.0,0.00,20.8,344
2021-08-08,28.8,0.00,17.2,73
2021-08-09,29.5,0.00,16.3,203
2021-08-10,31.0,0.00,14.8,180
2021-08-11,30.9,0.00,17.0,167
2021-08-12,30.2,0.00,17.4,16
2021-08-13,30.1,0.00,18.0,17
2021-08-14,27.4,0.00,21.7,9
2021-08-15,27.1,0.00,17.4,360
2021-08-16,28.0,0.00,14.4,347
2021-08-17,27.4,0.00,19.6,182
2021-08-18,29.0,0.00,14.2,171
2021-08-19,28.9,0.10,14.4,37
2021-08-20,28.4,0.00,17.8,36
2021-08-21,27.8,0.00,18.6,355
2021-08-22,27.1,0.00,20.2,346
2021-08-23,26.7,0.00,17.7,349
2021-08-24,27.1,0.00,15.8,343
2021-08-25,27.0,0.00,21.3,183
2021-08-26,28.6,0.00,16.9,200
2021-08-27,28.3,0.00,17.2,206
2021-08-28,27.4,0.00,19.0,201
2021-08-29,27.8,0.00,20.4,226
2021-08-30,27.5,0.00,21.9,217
2021-08-31,27.0,0.00,19.3,211
2021-09-01,26.8,0.50,16.8,223
2021-09-02,25.8,0.00,18.9,359
2021-09-03,24.4,0.00,16.0,9
2021-09-04,24.3,0.00,17.8,36
2021-09-05,25.0,0.40,8.4,10
2021-09-06,22.8,0.10,21.5,8
2021-09-07,22.3,0.00,22.7,6
2021-09-08,20.9,3.30,16.0,350
2021-09-09,20.6,0.20,15.0,330
2021-09-10,21.6,0.80,13.3,342
2021-09-11,22.2,0.10,14.1,75
2021-09-12,22.9,0.00,14.8,12
2021-09-13,23.7,0.00,19.4,345
2021-09-14,24.6,0.00,18.0,347
